input,category
A população indígena é vulnerável?,tuberculose
As pessoas em situação de rua são vulneráveis?,tuberculose
Como conter a tuberculose em presídios?,tuberculose
Os idosos são mais vulneráveis?,tuberculose
Outras espécies de seres vivos podem pegar e transmitir tuberculose?,tuberculose
Qual período de incubação da doença?,tuberculose
O que é Baciloscopia direta?,tuberculose
Existe teste rápido para tuberculose?,tuberculose
Estou sentindo falta de ar pode ser tuberculose?,tuberculose
estou tossindo sangue é sinal de tuberculose?,tuberculose
Como descobrir se eu tenho tuberculose?,tuberculose
 A tuberculose ataca outras regiões do corpo?,tuberculose
Usar máscaras protege da tuberculose?,tuberculose
Quanto tempo uma pessoa vive com tuberculose?,tuberculose
Quais os tipos de Tuberculose?,tuberculose
O que é tuberculose extrapulmonar?,tuberculose
Estou com febre a 3 dias pode ser tuberculose?,tuberculose
Quais fatores de risco da Tuberculose?,tuberculose
Qual bactéria causa tuberculose?,tuberculose
Quem tem diabetes tem mais risco de ter tuberculose?,tuberculose
O que é TB-MDR?,tuberculose
A tuberculose está erradicada?,tuberculose
Uma mesma pessoa pode contrair covid e tuberculose ao mesmo tempo?,tuberculose
A tuberculose vai me mata,tuberculose
estou tussino muinto pode ser turbeculosi,tuberculose
meu medico disse que estou com tuberculosi isso tem cura!,tuberculose
você sabe se a criança vasinada pega tuberculossi?,tuberculose
minha prima esta com tuberculose e eu acho que peguei dela como sabe se é verdade!,tuberculose
como sei que nao é covid e é tuberculos,tuberculose
minha mae esta tussinu sangue sera que é tuberculosi,tuberculose
eu to tomano remedio a 3 dias e nao melhora a tuberculosi,tuberculose
voce sabe me dizer onde é o posto que trata tuberculose,tuberculose
Quanto tempo de vida eu tenho por estar tossinu sangue,tuberculose
como pega a tuberculosi,tuberculose
se eu tomar a vacina da crianca eu nao pego tuberculosi,tuberculose
chá de boldo é bom pra tuberculosi?,tuberculose
Fazer inalação com berotec ajuda na tuberculosi?,tuberculose
Pode beber fazendo o tratamento da tuberculose?,tuberculose
se eu não for no postinho o tratamento é cancelado?,tuberculose
Comu eu sei que o remédiu que a doutoura passou vai me ajudá?,tuberculose
Como adquirir?,tuberculose
Quais os sintomas da tuberculose?,tuberculose
Qual a forma de contaminação?,tuberculose
Existe vacina para essa doença? É uma doença tratável? ,tuberculose
Quantas pessoas morrem por ano no Brasil de turbeculose?,tuberculose
Tuberculose ainda causa muitas mortes no Brasil?,tuberculose
Quando foi descoberta a vacina contra turbeculose?,tuberculose
Quais os tipos de tuberculose,tuberculose
A Tuberculose foi erradicada no Brasil?,tuberculose
Qual é a bacteria responsável pela tuberculose? ,tuberculose
Quando surgiu o primeiro caso de turbeculose?,tuberculose
Febre Bonfim da tarde é sintoma de tuberculose?,tuberculose
Como tratar a tuberculose?,tuberculose
Onde e que. Estão sob maior risco de adoecer por tuberculose?,tuberculose
Foi erradicada? Ou existem muitos casos mas não são divulgados?,tuberculose
Há algum grupo mais vulnerável à tuberculose?,tuberculose
Você acha que você se infectou por tuberculose no trabalho?,tuberculose
Quantas pessoas se infectam e morrem por conta de tuberculose no Brasil?,tuberculose
A tuberculose tem tratamento?,tuberculose
Tuberculose pega pela água?,tuberculose
Quais fatores de risco para adquirir tuberculose?,tuberculose
Existe vacina para tuberculose?,tuberculose
Qual a forma de contágio da tuberculose? ,tuberculose
Já teve tuberculose? ,tuberculose
Como é transmitida a Tuberculose?,tuberculose
Onde estão os hospitais de referência para tratamento? ,tuberculose
Como se dá o contágio da tuberculose?,tuberculose
Quantas pessoas contraíram tuberculose no último ano?,tuberculose
Quais os sintomas da tuberculose? ,tuberculose
Qual o protocolo de acompanhamento dos acometidos por tuberculose?,tuberculose
Apresenta sintomas de tosse?,tuberculose
A tuberculose é contraída através de utensílios de banho?,tuberculose
É possível contrair tuberculose através de alimentos?,tuberculose
A tuberculose é uma DST ?,tuberculose
Quais órgãos são diretamente afetados pela tuberculose?,tuberculose
Quais tratamentos são mais eficazes contra a Tuberculose?,tuberculose
Qual a incidência de tuberculose no Brasil rasil,tuberculose
Você já teve ou conhece alguém que teve tuberculose?,tuberculose
Ainda há mortes registradas em decorrência da tuberculose?,tuberculose
Quais os sintomas da Tuberculose?,tuberculose
Tuberculose pode matar?,tuberculose
Quais são os sintomas da tuberculose?,tuberculose
Preciso me isolar após diagnóstico da tuberculose?,tuberculose
Quais são sintomas da tuberculose?,tuberculose
Quais as sequelas da tuberculose?,tuberculose
Qual o percentual de crianças vacinadas no país no ano de 2022?,tuberculose
Existe vacina para a tuberculose?,tuberculose
Existe tratamento eficaz para tuebertulose?,tuberculose
Qual medicamento é mais indicado para o tratamento da tuberculose?,tuberculose
Existe vacina pra tuberculose?,tuberculose
Porque a doença está voltando com toda força?,tuberculose
Em que a tecnologia pode ajudar na prevenção desta doença?,tuberculose
ao fazer o tratamento a tuberculose é curada completamente?,tuberculose
Qual o vírus causador da tuberculose?,tuberculose
Tuberculose mata?,tuberculose
A tosse é o único sintoma da tuberculose?,tuberculose
Como funciona o tratamento da tuberculose?,tuberculose
Qual exame para detectar a doença?,tuberculose
Como devem ser feitas as limpezas de superficies para evitar a covid?,seloturismo
Qualquer sabão serve para higienizar na pandemia de Covid-19?,seloturismo
É preciso ter algum cuidado especial com as roupas de cama na pandemia de Covid-19?,seloturismo
Como conseguir obter o selo de turismo responsável?,seloturismo
Existe orientações aos turistas sobre o selo?,seloturismo
Como saber quais estabelecimentos possuem o selo?,seloturismo
Quais protocolos devem ser seguidos para garantis a higiene?,seloturismo
Se eu for a um estabelecimento com selo e não cumprirem o protocolo posso denunciar?,seloturismo
Onde denuncio estabelecimentos que não cumprem os protocolos?,seloturismo
Como deve ser o atendimento aos turistas?,seloturismo
Se um hospede estiver contaminado com covid o que o estabelecimendo deve fazer?,seloturismo
Há fiscalização dos locais que possuem o selo?,seloturismo
Qual órgão fiscalizador do selo de turismo?,seloturismo
Como fica a parte de alimentação em estabelecimentos com selo?,seloturismo
Como deve ser a ventilação dos estabelecimentos com o selo de turismo?,seloturismo
Esse selo se aplica apenas aos estabelecimentos ou aos meios de transporte de turismo também?,seloturismo
Em áreas abertas também existem protocolos a serem seguidos?,seloturismo
Como deve ser a higienização de veículos de locadoras?,seloturismo
As agencias de viagem também devem seguir os protocolos?,seloturismo
Se o turista não quiser seguir os protocolos o estabelecimento pode fazer algo?,seloturismo
O que o selo representa para o turismo brasileiro?,seloturismo
O estabelecimento deve pagar alguma taxa para obter o selo?,seloturismo
Quanto tempo leva para meu selo ser liberado?,seloturismo
Qual a vigencia do selo?,seloturismo
Qual critério o Mtur usou para criar o selo?,seloturismo
Qual diferencial do estabelecimento que adquirir o selo?,seloturismo
Qual registro necessário para se obter o selo?,seloturismo
Como aderir ao selo?,seloturismo
Existe protocolo a ser seguido pelos turistas?,seloturismo
Onde acha os termos do selo turismo?,seloturismo
A anvisa participou do processo de liberação do selo?,seloturismo
Os motoristas devem seguir algum padrão?,seloturismo
O úber é obrigado a seguir os protocolos?,seloturismo
Como funciona o checkin nos hoteis?,seloturismo
Pode ter mais de uma pessoa no mesmo quarto?,seloturismo
Como saber se o selo é válido?,seloturismo
tenho cchanci de pegar covd no lugar com o selo?,seloturismo
encontrei meu quarto sujo e o lugar tinha o selo de turismo um absurdo issu,seloturismo
vou precisar usar máscara ainda nos hoteis?,seloturismo
é obrigado apresentar o comprovante de vacinação nos hoteis que eu vou?,seloturismo
Tenho desconto no lugar com o selo turismo?,seloturismo
o hotel que fui não separou os horarios do cafe da manha então num vale nada esse selo,seloturismo
se eu não cumprir as normas eu posso ser expulso?,seloturismo
a moça da recepção estava sem máscara e veio falar comigo. Onde denuncio?,seloturismo
como pedir carro somente de quem tem selo?,seloturismo
os alimentos adquiridos no lugar que tem selo é seguro?,seloturismo
eu posso ir pra piscina sem mascara?,seloturismo
como vou saber se o selo está vencido?,seloturismo
O que é esse tal de selo de turistas?,seloturismo
Eu preciso ir de máscara pra fora do hotel também ou só no hotel mesmo?,seloturismo
para viagens internacionais também existem locais com o selo?,seloturismo
Caso eu contraia a covid em um local com selo eu serei indenizado?,seloturismo
O Magistério do turista está fiscalizando esses selos?,seloturismo
o mturista que dá esse selo pros hotels?,seloturismo
se eu nao quiser ir pra um lugar com esse selu eu possu?,seloturismo
porque esse selo é obrigado?,seloturismo
se eu levar meu proprio alimento e bebidas de casa vai ter que higienizar?,seloturismo
tenho chances de contrair covid na banheira de hidromassagem?,seloturismo
Achei uma mascara usada no meu quarto de hotel em caldas novas o que eu faco?,seloturismo
posso beber na beira piscina com lugares de selo turismo?,seloturismo
sabem me dizer se no lugar que tem esse selo pode entrar com bebida alcólica?,seloturismo
mais uma palhaçada desse desgoverno bolsonaro,seloturismo
a covid já acabou e ainda estao inventando geito de arrancar dinheiro dos turista,seloturismo
Meu marido disse que não estão fiscalizando esse selo nos lugares que ele viaja?,seloturismo
Posso comer tranquila nesses locais que tem o selo?,seloturismo
Se eu for com meu marido posso ficar no mesmo quarto que ele?,seloturismo
Há restrição de idade nos locais com selo de turismo ?,seloturismo
Muito legal essa iniciativa de ter um selo de higiene. Já viajei para muito lugar que era imundo!,seloturismo
Há alguma orientação para pessoas idosas?,seloturismo
esse selo é gratuito?,seloturismo
Tenho que pagar mais para ir em um local com esse selo de turistas?,seloturismo
Sabem me informar onde eu consulto esses selos?,seloturismo
Tem alguma restrição para cachorro?,seloturismo
Se eu fretar uma van para viajar vou ter que tirar esse selo aí?,seloturismo
Lá em rio de janeiro não obedecem esse selo aí?],seloturismo
Não to consiguino ler esse código da placa do selo pode mim ajudá?,seloturismo
Pra que serve issu?,seloturismo
Fui para rio de janeiro no hotel do lebron e não trocaram os forro de cama todos os dias. um absurdo isso. Deviam cancelar o selo do hotel sheraton,seloturismo
Esse selo tras um conforto pra agente. tudo muito limpo e organizado,seloturismo
A praça de alimentação do shopping também deve ter esse selo?,seloturismo
Como adquiro esse selo no meu estabelecimento?,seloturismo
Quem faz a adesão ganha uma placa?,seloturismo
Tem alguma fiscalização prévia do ministério do turismo para aderir o selo?,seloturismo
a pandemia já acabou. O selo ainda serve?,seloturismo
Com essas restriçoes daqui a pouco o comércio quebra. Pra que isso?,seloturismo
Não tem como eu deixar um assento livre na minha van eu perco dinheiro. Como eu faço pra ter o selo sem isso?,seloturismo
Nunca tem alcool gel nos lugares que precisam. Essa fiscalizacao nao tá funcionanando nao,seloturismo
Podes me informar onde vejo a lista de hoteis com selo?,seloturismo
Quais estados já tem o selo?,seloturismo
Pra onde posso ir e ter certeza de que está higienizado,seloturismo
Nunca deu certo essa fiscalização. No hotel que fui ninguem usou mascara nem na hora do cafe da manha,seloturismo
"Muitos estabelecimentos desconhecem esse selo. Deveriam divulgar mais""",seloturismo
A iniciativa é muito legal mas ninguém fiscaliza,seloturismo
A anvisa vai multar os estabelecimentos sem alcool gel?,seloturismo
Como saber se o hotel que estou tem esse selo?,seloturismo
Sou motorista de uber. como entro na lista de carros que tem o selo?,seloturismo
Minha filha é autista e não usa máscara a atendente do hotel disse que era obrigatório por causa desse selo. Onde eu devo reclamar?,seloturismo
Não faz nenhum sentido esse selo. A pandemia já acabou mesmo. ,seloturismo
Só inventam isso para tirar dinheiro do povo,seloturismo
O selo de turistas é obrigatorio em caldas novas também?,seloturismo
Esse selo est[a sendu cobrado onde?,seloturismo
Qual é o preço?,seloturismo
O que é selo de turismo responsável?,seloturismo
O que é Selo Turismo Responsável?,seloturismo
Como receber o selo Turismo responsável? Quais são os critérios para obtenção do selo? Quais as vantagens de possuir esse selo?,seloturismo
O que é o Selo Turismo Responsável? ,seloturismo
O que é o selo turismo?,seloturismo
Quando foi criado o Selo Turismo Responsavel??,seloturismo
Para que serve o selo turismo responsavel?,seloturismo
O quanto em valores monetários o selo turismo pode colaborar para o PIB de uma região?,seloturismo
O selo Turismo Responsável é obrigatório?,seloturismo
Que tipos de estabelecimentos podem ter o Selo Turismo Responsável ,seloturismo
Qual é o benefício de ganhar o selo de turismo responsável?,seloturismo
O que é Selo Turismo Responsável?,seloturismo
Como funciona o selo?,seloturismo
Acessível a todos?,seloturismo
Como obter acesso ao selo?,seloturismo
A saúde e segurança dos trabalhadores do setor hoteleiro e de turismo em relação a Covid-19 deveria ser levado em consideração ao se conceder o Selo Turismo?,seloturismo
Quais os países que incentivam o uso do Selo?,seloturismo
O que é o Seli Turismo Responsável?,seloturismo
Quais cidades tem o selo?,seloturismo
O que é selo turismo?,seloturismo
O que é o Selo Turismo?,seloturismo
O que é o Selo Turismo responsável? ,seloturismo
O que é selo turismo? ,seloturismo
O que é o Selo Turismo Responsável?,seloturismo
Quais os critérios para obtenção e manutenção do selo? ,seloturismo
A quem compete atribuir um selo turismo responsável?,seloturismo
Quem pode utilizar o selo turismo?,seloturismo
O que é o Selo turismo responsável? ,seloturismo
Quais regiões do Brasil estão investindo mais em turismo responsável?,seloturismo
O que é o Selo Turismo Responsável?,seloturismo
Como um estabelecimento pode obter o Selo Turismo Responsável?,seloturismo
O Selo Turismo Responsável é concedido por um prazo determinado?,seloturismo
Ligares em que ha este simbolo tem trabalho para combater o turismo sexual infantil?,seloturismo
Quais são os critérios para se obter o Selo Turismo Responsável?,seloturismo
Como saber se o local que desejo ir tem o Selo Turismo?,seloturismo
Quem emite o selo turismo,seloturismo
Você sabe o que é selo turismo responsável?,seloturismo
Qual o principal indicador para obtenção do selo?,seloturismo
O Selo Turismo está disponível para quais tipos de estabelecimentos??,seloturismo
Aonde eu devo ir nas próximas férias?,seloturismo
Pra que serve o selo?,seloturismo
Os prestadores de serviços turísticos estão seguindo os protocolos? ,seloturismo
Como faz para ter direito ao selo?,seloturismo
Para que serve o selo turismo responsável?,seloturismo
Estabelecimentos com o selo turismo responsável tem preços dos produtos ao consumidor maior que os estabelecimentos sem este selo?,seloturismo
Para que serve o Selo Turismo Responsável?,seloturismo
Como obter o selo Turismo Responsavel?,seloturismo
Quais as vantagens de se obter o Selo do Turismo Responsável?,seloturismo
Como saber se o hotel que quero reservar está na lista?,seloturismo
Qual mensagem vai ser usada neste selo?,seloturismo
Será bem elaborada para não servi de discriminação ?,seloturismo
O selo turismo ficará para sempre ou será somente na pandemia?,seloturismo
Quais os protocolos de higiene do selo turismo?,seloturismo
O selo turismo se aplica a qualquer setor?,seloturismo
Quais estados já aderiram o selo turismo?,seloturismo
Qual seria a estratégia mais efetiva para o uso do selo?,seloturismo
Quando acaba o programa?,seloturismo